r,parity_prefix_int,parity_prefix_bin,popcount
882687,403455,01100010011111111111,14
882779,376763,01011011111110111011,15
882799,632687,10011010011101101111,13
882815,518527,01111110100101111111,15
882847,819167,11000111111111011111,16
882895,351695,01010101110111001111,13
882911,456351,01101111011010011111,14
882927,404463,01100010101111101111,13
882971,848379,11001111000111111011,14
883007,841535,11001101011100111111,14
883071,456831,01101111100001111111,14
883099,880251,11010110111001111011,14
883135,523199,01111111101110111111,17
883183,1013487,11110111011011101111,16
883199,929279,11100010110111111111,15
883247,906159,11011101001110101111,14
883311,851311,11001111110101101111,15
883367,630199,10011001110110110111,13
883391,452287,01101110011010111111,14
883407,891855,11011001101111001111,14
883431,720759,10101111111101110111,16
883451,372187,01011010110111011011,13
883455,873215,11010101001011111111,14
883483,367611,01011001101111111011,14
883487,368223,01011001111001011111,13
883519,486719,01110110110100111111,14
883559,222199,00110110001111110111,13
883583,208511,00110010111001111111,13
883647,378303,01011100010110111111,13
883707,441051,01101011101011011011,13
883711,121855,00011101101111111111,15
883815,978679,11101110111011110111,16
883823,441199,01101011101101101111,14
883839,478591,01110100110101111111,14
883871,895967,11011010101111011111,15
883879,973751,11101101101110110111,15
883903,965823,11101011110010111111,15
883951,411631,01100100011111101111,13
883963,191451,00101110101111011011,13
883967,580863,10001101110011111111,14
883995,943611,11100110010111111011,14
884015,622255,10010111111010101111,14
884031,1026879,11111010101100111111,15
884071,757239,10111000110111110111,14
884127,390879,01011111011011011111,15
884159,513983,01111101011110111111,16
884223,932351,11100011100111111111,15
884255,97631,00010111110101011111,13
884351,798591,11000010111101111111,14
884379,641915,10011100101101111011,13
884383,431583,01101001010111011111,13
884415,96959,00010111101010111111,13
884431,876495,11010101111111001111,15
884463,846319,11001110100111101111,14
884475,711131,10101101100111011011,13
884479,909055,11011101111011111111,17
884507,358395,01010111011111111011,15
884583,421879,01100110111111110111,15
884639,773343,10111100110011011111,14
884719,784623,10111111100011101111,15
884735,294911,01000111111111111111,16
884799,259647,00111111011000111111,14
884807,683735,10100110111011010111,13
884839,520951,01111111001011110111,15
884847,966511,11101011111101101111,16
884895,903135,11011100011111011111,15
884959,786079,10111111111010011111,16
885019,653819,10011111100111111011,15
885247,955903,11101001010111111111,15
885375,801663,11000011101101111111,14
885403,782203,10111110111101111011,16
885407,420319,01100110100111011111,13
885439,261823,00111111111010111111,16
885479,874359,11010101011101110111,14
885487,937455,11100100110111101111,14
885503,887551,11011000101011111111,14
885531,373755,01011011001111111011,14
885607,424951,01100111101111110111,15
885663,751839,10110111100011011111,14
885695,1039807,11111101110110111111,17
885727,515487,01111101110110011111,15
885743,226543,00110111010011101111,13
885759,435199,01101010001111111111,14
885787,630523,10011001111011111011,14
885791,737119,10110011111101011111,15
885851,519099,01111110101110111011,15
885863,485111,01110110011011110111,14
885919,959455,11101010001111011111,14
885991,126327,00011110110101110111,13
885999,339951,01010010111111101111,14
886015,587007,10001111010011111111,14
886043,884219,11010111110111111011,16
886087,445399,01101100101111010111,13
886143,687231,10100111110001111111,14
886175,110303,00011010111011011111,13
886207,974783,11101101111110111111,17
886247,326263,01001111101001110111,13
886255,766703,10111011001011101111,14
886319,417711,01100101111110101111,14
886363,383419,01011101100110111011,13
886375,998647,11110011110011110111,15
886399,825215,11001001011101111111,14
886427,455547,01101111001101111011,14
886431,380383,01011100110111011111,14
886479,882639,11010111011111001111,15
886527,173823,00101010011011111111,13
886555,999419,11110011111111111011,17
886631,481271,01110101011111110111,15
886655,211583,00110011101001111111,13
886695,356023,01010110111010110111,13
886779,966363,11101011111011011011,15
886783,71679,00010001011111111111,13
886847,720447,10101111111000111111,15
886875,479163,01110100111110111011,14
886887,981751,11101111101011110111,16
886911,481663,01110101100101111111,14
886943,503775,01111010111111011111,16
887023,343023,01010011101111101111,14
887103,1034047,11111100011100111111,15
887111,847831,11001110111111010111,15
887143,760311,10111001100111110111,14
887195,188027,00101101111001111011,13
887263,450463,01101101111110011111,15
887271,423543,01100111011001110111,13
887295,597503,10010001110111111111,14
887423,1020799,11111001001101111111,15
887527,888695,11011000111101110111,14
887615,318783,01001101110100111111,13
887623,964055,11101011010111010111,14
887655,578551,10001101001111110111,13
887679,540287,10000011111001111111,13
887743,1045951,11111111010110111111,17
887791,490735,01110111110011101111,15
887807,84991,00010100101111111111,13
887835,636667,10011011011011111011,14
887911,163575,00100111111011110111,14
887919,453487,01101110101101101111,14
887935,302463,01001001110101111111,13
887967,506847,01111011101111011111,16
887999,978111,11101110110010111111,15
888015,129487,00011111100111001111,13
888047,366575,01011001011111101111,14
888063,699647,10101010110011111111,14
888091,906747,11011101010111111011,15
888135,390103,01011111001111010111,14
888167,1007095,11110101110111110111,16
888223,698079,10101010011011011111,13
888255,501695,01111010011110111111,15
888271,448207,01101101011011001111,13
888319,969215,11101100100111111111,15
888367,423855,01100111011110101111,14
888431,448879,01101101100101101111,13
888447,728959,10110001111101111111,15
888475,785275,10111111101101111011,16
888559,940527,11100101100111101111,14
888575,872191,11010100111011111111,15
888667,769723,10111011111010111011,15
888679,221175,00110101111111110111,15
888735,916703,11011111110011011111,16
888831,954367,11101000111111111111,16
888903,122583,00011101111011010111,13
888991,595935,10010001011111011111,13
888999,257975,00111110111110110111,15
889039,357839,01010111010111001111,13
889071,431087,01101001001111101111,13
889083,499675,01111001111111011011,15
889115,961019,11101010100111111011,14
889151,646975,10011101111100111111,15
889247,113375,00011011101011011111,13
889311,456607,01101111011110011111,15
889327,605935,10010011111011101111,14
889343,615935,10010110010111111111,14
889371,243963,00111011100011111011,13
889471,838527,11001100101101111111,14
889499,491387,01110111111101111011,16
889503,383455,01011101100111011111,14
889511,636343,10011011010110110111,13
889551,897999,11011011001111001111,14
889583,892399,11011001110111101111,15
889599,875263,11010101101011111111,15
889627,386043,01011110001111111011,14
889631,374367,01011011011001011111,13
889671,605655,10010011110111010111,13
889727,235135,00111001011001111111,13
889791,1027519,11111010110110111111,16
889855,963583,11101011001111111111,16
889883,814843,11000110111011111011,14
889887,773983,10111100111101011111,15
889903,719279,10101111100110101111,14
889947,482235,01110101101110111011,14
889959,317175,01001101011011110111,13
889983,308607,01001011010101111111,13
890023,979895,11101111001110110111,15
890079,645791,10011101101010011111,13
890087,351607,01010101110101110111,13
890111,369919,01011010010011111111,13
890183,850903,11001111101111010111,15
890215,1013239,11110111010111110111,16
890271,769759,10111011111011011111,16
890303,413631,01100100111110111111,14
890399,644447,10011101010101011111,13
890415,470959,01110010111110101111,14
890471,1010935,11110110110011110111,15
890495,747391,10110110011101111111,15
890559,643775,10011101001010111111,13
890599,891767,11011001101101110111,14
890623,177919,00101011011011111111,14
890651,454651,01101110111111111011,16
890727,665591,10100010011111110111,13
890735,179823,00101011111001101111,13
890751,223871,00110110101001111111,13
890791,712375,10101101111010110111,14
890875,978651,11101110111011011011,15
890943,765503,10111010111000111111,14
890971,303035,01001001111110111011,13
890983,502519,01111010101011110111,14
891039,303071,01001001111111011111,14
891087,359887,01010111110111001111,14
891119,379887,01011100101111101111,14
891131,505819,01111011011111011011,15
891135,702719,10101011100011111111,14
891199,653119,10011111011100111111,15
891207,557015,10000111111111010111,14
891291,904827,11011100111001111011,14
891327,416703,01100101101110111111,14
891359,831391,11001010111110011111,14
891547,251771,00111101011101111011,14
891623,876407,11010101111101110111,15
891631,898543,11011011010111101111,15
891647,881407,11010111001011111111,15
891675,457723,01101111101111111011,16
891711,511295,01111100110100111111,14
891751,246775,00111100001111110111,13
891775,577151,10001100111001111111,13
891871,521631,01111111010110011111,15
891903,785407,10111111101111111111,18
891931,648955,10011110011011111011,14
892031,224639,00110110110101111111,14
892063,609247,10010100101111011111,13
892071,261047,00111111101110110111,15
892159,703743,10101011110011111111,15
892187,968187,11101100010111111011,14
892315,883323,11010111101001111011,14
892351,374719,01011011011110111111,15
892443,113915,00011011110011111011,13
892543,921471,11100000111101111111,14
892623,475087,01110011111111001111,15
892667,375259,01011011100111011011,13
892671,524031,01111111111011111111,18
892699,841723,11001101011111111011,15
892735,489791,01110111100100111111,14
892763,782011,10111110111010111011,15
892775,380919,01011100111111110111,15
892863,1030591,11111011100110111111,16
892927,712703,10101101111111111111,17
892955,817915,11000111101011111011,14
892959,777055,10111101101101011111,15
892975,949679,11100111110110101111,15
892999,708311,10101100111011010111,13
893019,309179,01001011011110111011,13
893039,237423,00111001111101101111,14
893055,487807,01110111000101111111,14
893087,321503,01001110011111011111,14
893095,1015735,11110111111110110111,17
893179,421851,01100110111111011011,14
893247,896831,11011010111100111111,15
893255,972759,11101101011111010111,15
893287,766455,10111011000111110111,14
893339,194171,00101111011001111011,13
893343,125663,00011110101011011111,13
893375,422847,01100111001110111111,14
893407,1025951,11111010011110011111,15
893423,642799,10011100111011101111,14
893439,783871,10111111010111111111,17
893487,474031,01110011101110101111,14
893567,924543,11100001101101111111,14
893599,444895,01101100100111011111,13
893631,679615,10100101111010111111,14
893671,882551,11010111011101110111,15
893679,552431,10000110110111101111,13
893759,324927,01001111010100111111,13
893767,617943,10010110110111010111,13
893799,383991,01011101101111110111,15
893855,776415,10111101100011011111,14
893887,900543,11011011110110111111,16
893919,982431,11101111110110011111,16
893935,251119,00111101010011101111,13
893979,720635,10101111111011111011,16
893983,204639,00110001111101011111,13
894023,686807,10100111101011010111,13
894055,509687,01111100011011110111,14
894079,320895,01001110010101111111,13
894235,318971,01001101110111111011,14
894335,760959,10111001110001111111,14
894367,347871,01010100111011011111,13
894399,458687,01101111111110111111,17
894431,834463,11001011101110011111,14
894511,278447,01000011111110101111,13
894567,842999,11001101110011110111,14
894591,915327,11011111011101111111,17
894623,847327,11001110110111011111,15
894703,946671,11100111000111101111,14
894747,647163,10011101111111111011,16
894823,79863,00010011011111110111,13
894831,192111,00101110111001101111,13
894847,580223,10001101101001111111,13
894887,380599,01011100111010110111,13
894975,636927,10011011011111111111,16
895047,128727,00011111011011010111,13
895067,225211,00110110111110111011,14
895087,243567,00111011011101101111,14
895103,227711,00110111100101111111,14
895135,430047,01101000111111011111,14
895143,776119,10111101011110110111,15
895207,129399,00011111100101110111,13
895227,518107,01111110011111011011,15
895231,715007,10101110100011111111,14
895295,960319,11101010011100111111,14
895387,523899,01111111111001111011,16
895423,469951,01110010101110111111,14
895455,49055,00001011111110011111,13
895463,448119,01101101011001110111,13
895487,114175,00011011110111111111,15
895615,930687,11100011001101111111,14
895647,389599,01011111000111011111,14
895679,685759,10100111011010111111,14
895727,910831,11011110010111101111,15
895739,1031643,11111011110111011011,16
895807,130367,00011111110100111111,14
895847,390135,01011111001111110111,15
895871,663167,10100001111001111111,13
895911,359095,01010111101010110111,13
895983,695535,10101001110011101111,13
895999,207871,00110010101111111111,14
896027,874235,11010101011011111011,14
896031,210783,00110011011101011111,13
896091,488379,01110111001110111011,14
896103,122615,00011101111011110111,14
896127,392575,01011111110101111111,16
896155,777595,10111101110101111011,15
896159,433119,01101001101111011111,14
896231,357751,01010111010101110111,13
896239,456687,01101111011111101111,16
896251,424923,01100111101111011011,14
896283,325115,01001111010111111011,14
896319,899903,11011011101100111111,15
896359,605687,10010011110111110111,14
896447,477119,01110100011110111111,14
896495,645871,10011101101011101111,14
896511,256511,00111110100111111111,15
896539,126203,00011110110011111011,13
896559,497583,01111001011110101111,14
896639,245631,00111011111101111111,16
896719,511951,01111100111111001111,15
896743,897911,11011011001101110111,14
896751,555503,10000111100111101111,13
896767,470783,01110010111011111111,15
896795,960507,11101010011111111011,15
896859,220859,00110101111010111011,13
896871,557047,10000111111111110111,15
896935,718519,10101111011010110111,14
896959,1042879,11111110100110111111,16
897023,536575,10000010111111111111,14
897095,589527,10001111111011010111,14
897115,321467,01001110011110111011,13
897135,683887,10100110111101101111,14
897183,30687,00000111011111011111,13
897215,981183,11101111100010111111,15
897231,382415,01011101010111001111,13
897275,851931,11001111111111011011,16
897343,507711,01111011111100111111,16
897439,350943,01010101101011011111,13
897519,859887,11010001111011101111,14
897583,486319,01110110101110101111,14
897627,835003,11001011110110111011,14
897663,650111,10011110101101111111,15
897691,712571,10101101111101111011,15
897695,850399,11001111100111011111,15
897727,732863,10110010111010111111,14
897775,982511,11101111110111101111,17
897791,473855,01110011101011111111,15
897863,450007,01101101110111010111,14
897895,109559,00011010101111110111,13
897919,669311,10100011011001111111,13
897983,1002943,11110100110110111111,15
898015,503199,01111010110110011111,14
898047,234495,00111001001111111111,14
898075,888571,11011000111011111011,14
898079,192351,00101110111101011111,14
898139,228283,00110111101110111011,14
898151,128759,00011111011011110111,14
898175,415103,01100101010101111111,13
898207,439263,01101011001111011111,14
898279,359799,01010111110101110111,14
898287,49135,00001011111111101111,14
898331,437755,01101010110111111011,14
898463,696031,10101001111011011111,14
898495,274367,01000010111110111111,13
898527,846751,11001110101110011111,14
898607,315311,01001100111110101111,13
898663,1035511,11111100110011110111,15
898687,952191,11101000011101111111,14
898719,556511,10000111110111011111,14
898815,497407,01111001011011111111,15
898843,610299,10010100111111111011,14
898919,116727,00011100011111110111,13
898943,248447,00111100101001111111,13
898983,1048247,11111111111010110111,17
899071,485375,01110110011111111111,16
899103,783199,10111111001101011111,15
899163,393147,01011111111110111011,16
899183,255855,00111110011101101111,14
899231,933855,11100011111111011111,16
899311,846831,11001110101111101111,15
899323,481243,01110101011111011011,14
899399,253911,00111101111111010111,15
899519,277439,01000011101110111111,13
899551,937887,11100100111110011111,14
899567,866031,11010011011011101111,14
899583,1011199,11110110110111111111,17
899687,1014007,11110111100011110111,15
899695,769391,10111011110101101111,15
899711,942975,11100110001101111111,14
899739,718715,10101111011101111011,15
899751,253367,00111101110110110111,14
899791,515023,01111101101111001111,15
899815,474999,01110011111101110111,15
899823,611823,10010101010111101111,13
899835,1043931,11111110110111011011,16
899867,613371,10010101101111111011,14
899871,1039967,11111101111001011111,16
899903,437567,01101010110100111111,13
899943,697335,10101010001111110111,13
899967,388735,01011110111001111111,15
900091,981723,11101111101011011011,15
900095,662527,10100001101111111111,14
900127,223071,00110110011101011111,13
900159,768575,10111011101000111111,14
900199,372471,01011010111011110111,14
900207,686959,10100111101101101111,14
900223,429439,01101000110101111111,13
900255,93151,00010110101111011111,13
900287,163007,00100111110010111111,13
900351,1023231,11111001110011111111,16
900379,632315,10011010010111111011,13
900399,212655,00110011111010101111,13
900415,912191,11011110101100111111,15
900455,642551,10011100110111110111,14
900479,767103,10111011010001111111,14
900507,907899,11011101101001111011,14
900511,702175,10101011011011011111,14
900543,300991,01001001011110111111,13
900607,1014271,11110111100111111111,17
900635,351483,01010101110011111011,13
900639,736607,10110011110101011111,14
900711,849143,11001111010011110111,14
900735,880511,11010110111101111111,16
900767,972255,11101101010111011111,15
900799,735935,10110011101010111111,14
900815,466895,01110001111111001111,14
900863,401151,01100001111011111111,14
900891,440315,01101011011111111011,15
900927,514367,01111101100100111111,14
900967,765943,10111010111111110111,16
900991,586367,10001111001001111111,13
901055,1006015,11110101100110111111,15
901119,1032191,11111011111111111111,19
901147,891643,11011001101011111011,14
901151,195423,00101111101101011111,14
901167,1023407,11111001110110101111,15
901191,372439,01011010111011010111,13
901211,415675,01100101011110111011,13
901231,589679,10001111111101101111,15
901247,512383,01111101000101111111,14
901287,188343,00101101111110110111,14
901371,495579,01111000111111011011,14
901403,440827,01101011100111111011,14
901439,610111,10010100111100111111,13
901447,260055,00111111011111010111,15
901567,496575,01111001001110111111,14
901615,61167,00001110111011101111,13
901631,153087,00100101010111111111,13
901679,318383,01001101101110101111,13
901723,847291,11001110110110111011,14
901759,883583,11010111101101111111,16
901871,626159,10011000110111101111,13
901887,510719,01111100101011111111,15
901915,619515,10010111001111111011,14
901959,642519,10011100110111010111,13
901979,785083,10111111101010111011,15
901991,769015,10111011101111110111,16
902015,681599,10100110011001111111,13
902079,826815,11001001110110111111,14
902127,701679,10101011010011101111,13
902143,680959,10100110001111111111,14
902171,876283,11010101111011111011,15
902175,425823,01100111111101011111,15
902215,711383,10101101101011010111,13
902247,435959,01101010011011110111,13
902299,783739,10111111010101111011,15
902303,451551,01101110001111011111,14
902383,552943,10000110111111101111,14
902399,1029375,11111011010011111111,16
902427,966139,11101011110111111011,16
902559,356063,01010110111011011111,14
902591,204735,00110001111110111111,14
902623,940959,11100101101110011111,14
902639,652015,10011111001011101111,14
902655,774655,10111101000111111111,15
902703,401327,01100001111110101111,13
902759,654583,10011111110011110111,15
902783,546687,10000101011101111111,13
902863,473039,01110011011111001111,14
902895,971247,11101101000111101111,14
902911,419583,01100110011011111111,14
902939,262139,00111111111111111011,17
902983,621015,10010111100111010111,13
903003,227003,00110111011010111011,13
903015,333815,01010001011111110111,13
903039,391807,01011111101001111111,15
903163,163547,00100111111011011011,13
903167,284671,01000101011111111111,14
903231,638527,10011011111000111111,14
903259,430011,01101000111110111011,13
903271,375543,01011011101011110111,14
903279,743279,10110101011101101111,14
903295,432511,01101001100101111111,13
903327,258015,00111110111111011111,16
903335,194487,00101111011110110111,14
903407,556015,10000111101111101111,14
903495,765911,10111010111111010111,15
903527,645623,10011101100111110111,14
903583,357087,01010111001011011111,13
903615,314303,01001100101110111111,13
903647,892831,11011001111110011111,15
903663,878319,11010110011011101111,14
903679,810495,11000101110111111111,15
903791,781679,10111110110101101111,15
903807,906111,11011101001101111111,15
903835,763771,10111010011101111011,14
903871,759487,10111001011010111111,14
903911,511863,01111100111101110111,15
903931,1007067,11110101110111011011,15
904007,456151,01101111010111010111,14
904047,195183,00101111101001101111,13
904063,622207,10010111111001111111,15
904103,383671,01011101101010110111,13
904127,832959,11001011010110111111,14
904175,343279,01010011110011101111,13
904191,723967,10110000101111111111,14
904219,882427,11010111011011111011,15
904223,579423,10001101011101011111,13
904283,512955,01111101001110111011,14
904295,1031927,11111011111011110111,17
904347,195963,00101111110101111011,14
904351,261087,00111111101111011111,16
904423,382327,01011101010101110111,13
904431,612335,10010101011111101111,14
904443,498651,01111001101111011011,14
904447,945407,11100110110011111111,15
904495,224943,00110110111010101111,13
904511,613183,10010101101100111111,13
904551,859639,11010001110111110111,14
904607,714463,10101110011011011111,14
904639,223167,00110110011110111111,14
904687,64239,00001111101011101111,13
904735,748895,10110110110101011111,14
904751,407471,01100011011110101111,13
904831,417663,01100101111101111111,15
904895,748223,10110110101010111111,14
904911,978895,11101110111111001111,16
904943,629231,10011001100111101111,13
904959,462591,01110000111011111111,14
905051,491195,01110111111010111011,15
905063,565239,10001001111111110111,14
905119,179423,00101011110011011111,13
905215,577535,10001100111111111111,15
905247,240479,00111010101101011111,13
905327,757615,10111000111101101111,14
905375,776159,10111101011111011111,16
905383,569271,10001010111110110111,13
905455,971759,11101101001111101111,15
905467,221147,00110101111111011011,14
905499,453115,01101110100111111011,14
905535,433983,01101001111100111111,14
905631,359135,01010111101011011111,14
905695,898975,11011011011110011111,15
905711,818927,11000111111011101111,15
905727,206335,00110010010111111111,13
905755,129275,00011111100011111011,13
905775,510895,01111100101110101111,14
905819,941499,11100101110110111011,14
905883,835451,11001011111101111011,15
905895,259511,00111111010110110111,14
905935,521167,01111111001111001111,15
905967,89583,00010101110111101111,13
905983,465663,01110001101011111111,14
906015,1046111,11111111011001011111,16
906055,785879,10111111110111010111,16
906087,347127,01010100101111110111,13
906111,120447,00011101011001111111,13
906175,748991,10110110110110111111,15
906239,586751,10001111001111111111,15
906331,433083,01101001101110111011,13
906479,90095,00010101111111101111,14
906495,1041663,11111110010011111111,16
906567,768983,10111011101111010111,15
906599,865783,11010011010111110111,14
906655,1048287,11111111111011011111,18
906687,397247,01100000111110111111,13
906703,777935,10111101111011001111,15
906779,357627,01010111010011111011,13
906799,126895,00011110111110101111,14
906855,961783,11101010110011110111,14
906879,599935,10010010011101111111,13
906911,253407,00111101110111011111,15
906959,485327,01110110011111001111,14
906983,514935,01111101101101110111,15
907007,849663,11001111011011111111,16
907035,733179,10110010111111111011,15
907111,583671,10001110011111110111,14
907119,425583,01100111111001101111,14
907135,699007,10101010101001111111,13
907199,1012159,11110111000110111111,15
907231,506271,01111011100110011111,14
907263,706559,10101100011111111111,15
907291,897787,11011011001011111011,14
907311,1029551,11111011010110101111,15
907327,650815,10011110111000111111,14
907367,387831,01011110101011110111,14
907423,188383,00101101111111011111,15
907431,239543,00111010011110110111,13
907471,998863,11110011110111001111,15
907515,227291,00110111011111011011,14
907519,948479,11100111100011111111,15
907583,440127,01101011011100111111,14
907591,638935,10011011111111010111,15
907711,400319,01100001101110111111,13
907743,552863,10000110111110011111,13
907759,186095,00101101011011101111,13
907775,183807,00101100110111111111,14
907823,324527,01001111001110101111,13
907879,1038583,11111101100011110111,15
907887,220527,00110101110101101111,13
907903,967551,11101100001101111111,14
907943,720311,10101111110110110111,15
907983,981967,11101111101111001111,16
908007,466807,01110001111101110111,14
908015,95727,00010111010111101111,13
908031,471807,01110011001011111111,14
908059,736251,10110011101111111011,15
908063,458335,01101111111001011111,15
908223,845247,11001110010110111111,14
908271,355567,01010110110011101111,13
908287,703487,10101011101111111111,16
908319,247647,00111100011101011111,13
908399,760687,10111001101101101111,14
908443,241019,00111010110101111011,13
908455,572343,10001011101110110111,13
908479,236735,00111001110010111111,13
908543,326911,01001111110011111111,15
908591,581295,10001101111010101111,13
908647,60919,00001110110111110111,13
908735,391103,01011111011110111111,16
908767,947103,11100111001110011111,14
908783,895727,11011010101011101111,14
908799,186879,00101101100111111111,14
908827,359675,01010111110011111011,14
908847,419759,01100110011110101111,13
908927,315263,01001100111101111111,14
908959,259551,00111111010111011111,15
909007,163791,00100111111111001111,14
909051,1047003,11111111100111011011,16
909055,442111,01101011111011111111,16
909083,759803,10111001011111111011,15
909119,440639,01101011100100111111,13
909159,692215,10101000111111110111,14
909215,191711,00101110110011011111,13
909247,752063,10110111100110111111,15
909311,1023999,11111001111111111111,18
909359,933295,11100011110110101111,14
909423,1007471,11110101111101101111,16
909439,438655,01101011000101111111,13
909471,239583,00111010011111011111,14
909479,311223,01001011111110110111,14
909563,405467,01100010111111011011,13
909631,94015,00010110111100111111,13
909671,651767,10011111000111110111,14
909759,406463,01100011001110111111,13
909791,911263,11011110011110011111,15
909823,538111,10000011010111111111,13
909871,129967,00011111101110101111,14
909951,318335,01001101101101111111,14
910055,472951,01110011011101110111,14
910075,1013211,11110111010111011011,15
910079,977663,11101110101011111111,16
910183,695287,10101001101111110111,14
910207,706175,10101100011001111111,13
910271,916927,11011111110110111111,17
910303,376223,01011011110110011111,14
910335,754687,10111000001111111111,14
910363,474875,01110011111011111011,15
910367,384863,01011101111101011111,15
910407,375511,01011011101011010111,13
910575,249839,00111100111111101111,15
910587,504795,01111011001111011011,14
910591,1004799,11110101010011111111,15
910619,237051,00111001110111111011,14
910655,619327,10010111001100111111,13
910663,781271,10111110101111010111,15
910695,878071,11010110010111110111,14
910719,646271,10011101110001111111,14
910783,769983,10111011111110111111,17
910815,555935,10000111101110011111,13
910847,193023,00101111000111111111,14
910895,360367,01010111111110101111,15
910939,850363,11001111100110111011,14
910975,407423,01100011011101111111,14
911007,765407,10111010110111011111,15
911055,317391,01001101011111001111,13
911087,635375,10011011000111101111,13
911103,493311,01111000011011111111,14
911131,139259,00100001111111111011,13
911175,645591,10011101100111010111,13
911195,251579,00111101011010111011,13
911207,292855,01000111011111110111,14
911355,237275,00111001111011011011,13
911359,751615,10110111011111111111,17
911423,876095,11010101111000111111,14
911471,1013615,11110111011101101111,16
911519,675807,10100100111111011111,14
911567,1011151,11110110110111001111,15
911599,252911,00111101101111101111,15
911679,452415,01101110011100111111,14
911687,217047,00110100111111010111,13
911719,63991,00001111100111110111,13
911771,310907,01001011111001111011,13
911775,381663,01011101001011011111,13
911807,125887,00011110101110111111,14
911839,982943,11101111111110011111,17
911855,902895,11011100011011101111,14
911871,228863,00110111110111111111,16
911963,947643,11100111010110111011,14
911999,324479,01001111001101111111,14
912039,765367,10111010110110110111,14
912079,502735,01111010101111001111,14
912103,978807,11101110111101110111,16
912123,753115,10110111110111011011,15
912127,484095,01110110001011111111,14
912155,773115,10111100101111111011,15
912159,1027679,11111010111001011111,15
912191,965951,11101011110100111111,15
912231,701431,10101011001111110111,14
912255,581247,10001101111001111111,14
912319,939455,11100101010110111111,14
912367,711919,10101101110011101111,14
912383,945151,11100110101111111111,16
912415,391007,01011111011101011111,15
912475,439227,01101011001110111011,13
912487,958199,11101001111011110111,15
912511,933247,11100011110101111111,15
912543,678879,10100101101111011111,14
912551,584631,10001110101110110111,13
912623,735215,10110011011111101111,15
912635,408539,01100011101111011011,13
912639,1019135,11111000110011111111,15
912667,243195,00111011010111111011,14
912687,249519,00111100111010101111,13
912703,97087,00010111101100111111,13
912743,818679,11000111110111110111,15
912831,427967,01101000011110111111,13
912847,784079,10111111011011001111,15
912895,567807,10001010100111111111,13
912927,773471,10111100110101011111,14
912943,382895,01011101011110101111,14
913007,784751,10111111100101101111,15
913023,360319,01010111111101111111,16
913087,772799,10111100101010111111,14
913127,521079,01111111001101110111,15
913151,159487,00100110111011111111,14
913179,157691,00100110011111111011,13
913243,695995,10101001111010111011,13
913255,671735,10100011111111110111,15
913407,323583,01001110111111111111,16
913455,945583,11100110110110101111,14
913479,1031895,11111011111011010111,16
913567,112607,00011011011111011111,14
913575,675767,10100100111110110111,13
913647,259055,00111111001111101111,15
913659,344027,01010011111111011011,14
913711,228015,00110111101010101111,13
913727,261951,00111111111100111111,16
913855,418751,01100110001110111111,13
913887,612255,10010101011110011111,13
913895,777847,10111101111001110111,15
913903,515823,01111101111011101111,16
913919,574975,10001100010111111111,13
913951,751967,10110111100101011111,14
913967,437167,01101010101110101111,13
914011,556475,10000111110110111011,13
914031,226671,00110111010101101111,13
914047,437119,01101010101101111111,14
914075,630651,10011001111101111011,14
914079,768479,10111011100111011111,15
914111,913087,11011110111010111111,16
914151,485239,01110110011101110111,14
914159,212463,00110011110111101111,14
914175,162559,00100111101011111111,14
914279,355319,01010110101111110111,14
914303,587391,10001111011001111111,14
914367,953791,11101000110110111111,14
914399,388511,01011110110110011111,14
914431,1004543,11110101001111111111,16
914459,511739,01111100111011111011,15
914463,110431,00011010111101011111,13
914535,964343,11101011011011110111,15
914543,766831,10111011001101101111,14
914591,685023,10100111001111011111,14
914623,242879,00111011010010111111,13
914663,998775,11110011110101110111,15
914671,950255,11100111111111101111,17
914715,683515,10100110110111111011,14
914735,587439,10001111011010101111,13
914759,220119,00110101101111010111,13
914791,185847,00101101010111110111,13
914847,941791,11100101111011011111,15
914879,356287,01010110111110111111,15
914895,196303,00101111111011001111,14
914943,238079,00111010000111111111,13
914971,382203,01011101010011111011,13
915071,444287,01101100011101111111,14
915103,638431,10011011110111011111,15
915151,509903,01111100011111001111,14
915175,981879,11101111101101110111,16
915199,218879,00110101011011111111,14
915227,200699,00110000111111111011,13
915311,499311,01111001111001101111,14
915367,835255,11001011111010110111,14
915391,1036735,11111101000110111111,15
915455,829439,11001010011111111111,15
915547,933819,11100011111110111011,15
915615,196575,00101111111111011111,16
915663,843215,11001101110111001111,14
915695,764911,10111010101111101111,15
915707,432091,01101001011111011011,13
915711,1022207,11111001100011111111,15
915783,565207,10001001111111010111,13
915815,895479,11011010100111110111,14
915867,323195,01001110111001111011,13
915903,359359,01010111101110111111,15
915935,626591,10011000111110011111,13
915951,521967,01111111011011101111,16
915967,306687,01001010110111111111,14
916071,964855,11101011100011110111,14
916079,490863,01110111110101101111,15
916095,631679,10011010001101111111,13
916123,636795,10011011011101111011,14
916199,163703,00100111111101110111,14
916223,316159,01001101001011111111,13
916251,203771,00110001101111111011,13
916287,978239,11101110110100111111,15
916327,713719,10101110001111110111,14
916351,700031,10101010111001111111,14
916463,380143,01011100110011101111,13
916479,744447,10110101101111111111,16
916511,698207,10101010011101011111,13
916543,653887,10011111101000111111,14
916583,618231,10010110111011110111,14
916607,970111,11101100110101111111,15
916639,732127,10110010101111011111,14
